modelo,categoria,nombre,image_url,product_page_url,source_url,description,key_facts,catalogo,estudio_de_caso,manual_de_instrucciones,modelo_especifico,numero_de_articulo,Rango de temperatura,Desviación de temperatura a 37 °C,Fluctuación de la temperatura a 37 °C,Tiempo de calentamiento a 37 °C,Tensión nominal,Frecuencia de red,Potencia nominal,Fusible del equipo,Fase (tensión nominal),Puertas exteriores,Cantidad de bandejas (est./máx.),Desviación de temperatura a 100 °C,Fluctuación de la temperatura a 100 °C,Tiempo de calentamiento a 100 °C,Tiempo de recuperación tras 30 s con la puerta abierta a 37 °C,Puertas interiores,Nivel de presión acústica,Consumo energético a 100 °C,Consumo energético a 37 °C,Compensación de calor máxima a 37 °C,Compensación de calor máxima a 40 °C,Rango de humedad,Rango de CO₂,Tecnología de medición de CO₂,Tiempo de recuperación de CO₂ tras 30 s con la puerta abierta y un 5 % de vol. de CO₂,Rango de regulación de O₂ estándar,Rango de regulación de O₂ por opción: rango de O₂,Tiempo de recuperación de O₂ tras 30 s con la puerta abierta y un 5 % de vol. de O₂,Desviación de temperatura a -80 °C,Fluctuación de la temperatura a -80 °C,Tiempo de refrigeración de 22 °C a -80 °C,Energieverbrauch bei Sollwert -80 °C und Tᵤ = 20 °C,Bastidores por nivel,Tiempo de calentamiento a 150 °C,Tiempo de recuperación tras 30 s con la puerta abierta a 150 °C,Desviación de temperatura a 150 °C,Fluctuación de la temperatura a 150 °C,Tasa de intercambio de aire a 100 °C,Consumo energético a 150 °C,Tasa de intercambio de aire a 150 °C,Rango de temperatura con humedad,Desviación de temperatura a 25 °C y 60 % h.r.,Desviación de temperatura a 40 °C y 75 % h.r.,Fluctuación de la temperatura a 25 °C y 60 % h.r.,Fluctuación de la temperatura a 40 °C y 75 % h.r.,Tiempo de recuperación tras 30 s con la puerta abierta a 25 °C y 60 % de h.r.,Tiempo de recuperación tras 30 s con la puerta abierta a 40 °C y 75 % de h.r.,Consumo energético a 25 °C y 60 % h.r.,Consumo energético a 40 °C y 75 % h.r.,Consumo energético a 85 °C y 85 % h.r.,Desviación de temperatura en el espacio en función del valor de consigna,Fluctuación de la temperatura en función del valor de consigna,Velocidad media de calentamiento según IEC 60068-3-5,Tiempo de refrigeración de 180 °C a -40 °C,Velocidad media de refrigeración según IEC 60068-3-5,Consumo energético a 20 °C,Fluctuación de la temperatura con humedad en función del valor de consigna,Desviación momentánea de la humedad con humedad en función del valor de consigna,Compensación de calor máxima a 25 °C y 90 % h.r.,Tiempo de refrigeración de 180 °C a -70 °C
FP 115,camaras-de-secado,Modelo FP 115 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_115_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-115,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+10 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Equipos apilables hasta 115 l|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17579,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17585,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17592,FP115UL-120V,9010-0368,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,120 V,60 Hz,"1,4 kW","16,0 A",1~,1,2/5,,,,,,43 dB(A),230 Wh/h,,,,,,,,,,,,,,,,19 min,5 min,"1,4 ± K","0,3 ± K",32 x/h,370 Wh/h,,,,,,,,,,,,,,,,,,,,,
FP 260,camaras-de-secado,Modelo FP 260 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_260_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-260,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+10 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Equipos apilables hasta 115 l|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17635,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17641,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17648,FP240-230V,9010-0365,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"2,5 kW","16,0 A",1~,1,2/8,,,,,,43 dB(A),275 Wh/h,,,,,,,,,,,,,,,,19 min,6 min,"1,7 ± K","0,4 ± K",9 x/h,465 Wh/h,,,,,,,,,,,,,,,,,,,,,
FP 260,camaras-de-secado,Modelo FP 260 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_260_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-260,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+10 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Equipos apilables hasta 115 l|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17635,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17641,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17648,FP260UL-120V,9010-0369,+10 °C por encima de la temperatura ambiente hasta 300 °C,,,,240 V,60 Hz,"2,5 kW","16,0 A",3~,1,2/8,,,,,,43 dB(A),275 Wh/h,,,,,,,,,,,,,,,,19 min,6 min,"1,7 ± K","0,4 ± K",9 x/h,465 Wh/h,,,,,,,,,,,,,,,,,,,,,
FP 720,camaras-de-secado,Modelo FP 720 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_720_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-720,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+12 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17691,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17697,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17704,FP720-400V,9010-0366,+12 °C por encima de la temperatura ambiente hasta 300 °C,,,,400 V,50/60 Hz,"4,5 kW","16,0 A",3~/N/PE,2,2/16,,,,,,43 dB(A),510 Wh/h,,,,,,,,,,,,,,,,25 min,6 min,"2,4 ± K","0,6 ± K",5 x/h,880 Wh/h,,,,,,,,,,,,,,,,,,,,,
FP 720,camaras-de-secado,Modelo FP 720 | Cámaras de calor y de secado con convección forzada y funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/FP_720_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/fp-720,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Las cámaras de prueba de materiales de la serie FP de BINDER garantizan tiempos de secado cortos y un calentamiento rápido. Gracias a las funciones adicionales de programación y a un ventilador regulable, es posible controlar a la perfección la temperatura y las condiciones de circulación del aire incluso a lo largo de un periodo de tiempo prolongado.","Rango de temperatura:
+12 °C por encima de la temperatura ambiente hasta +300 °C|Alta precisión de temperatura gracias a la tecnología APT.line™|Velocidad de ventilador ajustable|Controlador con programación de intervalo de tiempo y en tiempo real|Control electromecánico de la compuerta de salida de aire|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Diseño de manejo ergonómico|Interfaz para ordenador:
Ethernet|Registrador de datos interno, consulta de valores de medición en formato abierto por USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17691,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17697,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17704,FP720UL-208V,9010-0370,+12 °C por encima de la temperatura ambiente hasta 300 °C,,,,208 V,60 Hz,"4,5 kW","16,0 A",3~,2,2/16,,,,,,43 dB(A),510 Wh/h,,,,,,,,,,,,,,,,25 min,6 min,"2,4 ± K","0,6 ± K",5 x/h,880 Wh/h,,,,,,,,,,,,,,,,,,,,,
M 56,camaras-de-secado,Modelo M 56 | Cámaras de calor y de secado con convección forzada y numerosas funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/M_056_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/m-56,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Con una temperatura máxima de +300 °C y versátiles posibilidades de programación, las cámaras de prueba de materiales de la serie M resultan idóneas para pruebas de material y ensayos de envejecimiento. El ventilador de alto rendimiento garantiza un calentamiento rápido con una gran ventilación.","Rango de temperatura:
desde +23 °C por encima de la temperatura ambiente hasta +300 °C|Gran precisión de temperatura gracias a la tecnología APT.line™ con potencia calorífica reforzada|Ventilador reforzado con velocidad ajustable|Regulación de la rejilla de aire de salida por control electromecánico|Controlador intuitivo con pantalla táctil y programación a intervalos y en tiempo real|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Función failsafe - sensor PT100 de reserva|Interfaz de ordenador:
Ethernet|Registro interno de datos, valores de medición en formato abierto, seleccionables a través de USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17746,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17752,,M056-230V,9010-0371,+23 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,2 kW,"10,0 A",1~,1,2/4,,,,,,46 dB(A),210 Wh/h,,,,,,,,,,,,,,,,9 min,4 min,"1,4 ± K","0,2 ± K",175 x/h,330 Wh/h,,,,,,,,,,,,,,,,,,,,,
M 115,camaras-de-secado,Modelo M 115 | Cámaras de calor y de secado con convección forzada y numerosas funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/M_115_GF_Web_670x515.jpg?v=20241220023022,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/m-115,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Con una temperatura máxima de +300 °C y versátiles posibilidades de programación, las cámaras de prueba de materiales de la serie M resultan idóneas para pruebas de material y ensayos de envejecimiento. El ventilador de alto rendimiento garantiza un calentamiento rápido con una gran ventilación.","Rango de temperatura:
desde +23 °C por encima de la temperatura ambiente hasta +300 °C|Gran precisión de temperatura gracias a la tecnología APT.line™ con potencia calorífica reforzada|Ventilador reforzado con velocidad ajustable|Regulación de la rejilla de aire de salida por control electromecánico|Controlador intuitivo con pantalla táctil y programación a intervalos y en tiempo real|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Función failsafe - sensor PT100 de reserva|Interfaz de ordenador:
Ethernet|Registro interno de datos, valores de medición en formato abierto, seleccionables a través de USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17795,,,M115-230V,9010-0372,+23 °C por encima de la temperatura ambiente hasta 300 °C,,,,230 V,50/60 Hz,"2,4 kW","12,5 A",1~,1,2/5,,,,,,46 dB(A),250 Wh/h,,,,,,,,,,,,,,,,11 min,6 min,"1,0 ± K","0,2 ± K",105 x/h,410 Wh/h,,,,,,,,,,,,,,,,,,,,,
M 260,camaras-de-secado,Modelo M 260 | Cámaras de calor y de secado con convección forzada y numerosas funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/M_260_GF_Web_670x515.jpg?v=20241220023023,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/m-260,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Con una temperatura máxima de +300 °C y versátiles posibilidades de programación, las cámaras de prueba de materiales de la serie M resultan idóneas para pruebas de material y ensayos de envejecimiento. El ventilador de alto rendimiento garantiza un calentamiento rápido con una gran ventilación.","Rango de temperatura:
desde +14 °C por encima de la temperatura ambiente hasta +300 °C|Gran precisión de temperatura gracias a la tecnología APT.line™ con potencia calorífica reforzada|Ventilador reforzado con velocidad ajustable|Regulación de la rejilla de aire de salida por control electromecánico|Controlador intuitivo con pantalla táctil y programación a intervalos y en tiempo real|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Función failsafe - sensor PT100 de reserva|Interfaz de ordenador:
Ethernet|Registro interno de datos, valores de medición en formato abierto, seleccionables a través de USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17844,,,M260-400V,9010-0373,+14 °C por encima de la temperatura ambiente hasta 300 °C,,,,400 V,50/60 Hz,"3,1 kW","16,0 A",3~/N/PE,1,2/8,,,,,,46 dB(A),370 Wh/h,,,,,,,,,,,,,,,,13 min,6 min,"1,5 ± K","0,4 ± K",65 x/h,560 Wh/h,,,,,,,,,,,,,,,,,,,,,
M 720,camaras-de-secado,Modelo M 720 | Cámaras de calor y de secado con convección forzada y numerosas funciones de programa,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/M_720_GF_Web_670x515.jpg?v=20241220023023,https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/m-720,https://www.binder-world.com/int-es/productos/camaras-de-secado/lista-productos-secado-temperacion?ai%5Baction%5D=lists&ai%5Bcontroller%5D=Catalog&ai%5Bl_page%5D=2,"Con una temperatura máxima de +300 °C y versátiles posibilidades de programación, las cámaras de prueba de materiales de la serie M resultan idóneas para pruebas de material y ensayos de envejecimiento. El ventilador de alto rendimiento garantiza un calentamiento rápido con una gran ventilación.","Rango de temperatura:
desde +14 °C por encima de la temperatura ambiente hasta +300 °C|Gran precisión de temperatura gracias a la tecnología APT.line™ con potencia calorífica reforzada|Ventilador reforzado con velocidad ajustable|Regulación de la rejilla de aire de salida por control electromecánico|Controlador intuitivo con pantalla táctil y programación a intervalos y en tiempo real|2 rejillas cromadas|Dispositivo de seguridad de temperatura con ajuste independiente clase 2 (DIN 12880) y controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma visual/acústica seleccionable en el controlador|Función failsafe - sensor PT100 de reserva|Interfaz de ordenador:
Ethernet|Registro interno de datos, valores de medición en formato abierto, seleccionables a través de USB",https://www.binder-world.com/int-es/productos/camaras-de-secado/producto/asset/17886,,,M720-400V,9010-0374,+14 °C por encima de la temperatura ambiente hasta 300 °C,,,,400 V,50/60 Hz,6 kW,"16,0 A",3~/N/PE,2,2/16,,,,,,49 dB(A),625 Wh/h,,,,,,,,,,,,,,,,14 min,6 min,"2,0 ± K","0,6 ± K",40 x/h,1.025 Wh/h,,,,,,,,,,,,,,,,,,,,,
KBF 130,camaras-clima-constante,Modelo KBF 130 | Cámaras de clima constante con amplio rango de temperatura y humedad,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/KBF_130_U_GF_E7_Web_670x515.jpg?v=20241220023030,https://www.binder-world.com/int-es/productos/camaras-climaticas/camaras-clima-constante/producto/kbf-130,https://www.binder-world.com/int-es/productos/camaras-climaticas/camaras-clima-constante/lista-productos-clima-constante,"El especialista acreditado para pruebas de estabilidad ICH fiables en la industria farmacéutica: el KBF domina todas las pruebas a largo plazo, pruebas aceleradas y pruebas de estrés. Cumple todos los requisitos ICH importantes, desde la precisión hasta la programación y la documentación. Con opciones flexibles de suministro de agua para todos los lugares de instalación. Además, la nueva KBF consume hasta un 40 % menos de energía que su predecesora.","Rango de temperatura:
de 0 °C a +70 °C|Rango de humedad:
desde 10 % hasta 80 % h.r.|Acreditada tecnología de cámara de precalentamiento APT.line™|Hasta 40 % menos consumo energético frente al modelo predecesor|Refrigeración energéticamente eficiente mediante una moderna máquina de refrigeración por inversor|Refrigeración con refrigerante climáticamente neutro R-600a|Calentamiento de la puerta para evitar la condensación|Velocidad del ventilador ajustable|Control de humedad con sensor de humedad capacitivo y sistema de humidificación por vapor de reacción rápida|Diseño de la carcasa con tecnología HIT|Cámara interna de acero inoxidable|Puertas interiores de vidrio de seguridad con revestimiento de óxido metálico|Dos rejillas con guías telescópicas de acero inoxidable|Puerto de acceso grande con tapón de silicona|Equipos de suelo con ruedas de maniobra dobles y robustas, con seguros delante|Equipos de sobremesa apilables y de hasta 130 litros de volumen|Controlador intuitivo con pantalla táctil y programación a intervalos y en tiempo real|Panel de control de ajuste ergonómico (en equipos a partir de 470 litros de volumen)|Triángulo señalizador con indicación luminosa de estado (en equipos a partir de 470 litros de volumen)|Registro interno de datos, valores de medición en formato abierto, seleccionables a través de USB|Controlador de selección de temperatura clase 3.3 (DIN 12880) con alarma óptica y acústica|Prueba automática del equipo para un completo análisis del estado|Interfaces de datos:
Ethernet, USB|Multi Management Software APT-COM™ Basic Edition de BINDER|Módulos de luz opcionales para ensayos de fotoestabilidad ICH (para los modelos 260, 470, 720)|Módulos de luz LED opcionales para el crecimiento de las plantas (para modelos a partir de 260)",https://www.binder-world.com/int-es/productos/camaras-climaticas/camaras-clima-constante/producto/asset/19559,https://www.binder-world.com/int-es/productos/camaras-climaticas/camaras-clima-constante/producto/asset/19578,https://www.binder-world.com/int-es/productos/camaras-climaticas/camaras-clima-constante/producto/asset/19579,KBF130-230V,9020-0478,0...70 °C,,,,200...240 V,50/60 Hz,"1,3 kW","16,0 A",1~,1,2/6,,,,,1,,,,,270 W,10...80 % h.r.,,,,,,,,,,,,,,,,,,,10...70 °C,"0,2 ± K","0,2 ± K","0,1 ± K","0,1 ± K",3 min,3 min,160 Wh/h,160 Wh/h,,,,,,,,,,,
